AT,V,AP,RH
23.62,73.67,1007.0,90.8
13.65,39.28,1012.97,79.64
12.75,42.86,1014.9,88.44
10.53,41.26,1007.48,98.74
14.59,41.23,999.48,86.66
15.63,41.79,1006.7,78.28
21.88,69.71,1010.28,97.64
25.69,62.26,1011.38,74.08
16.71,40.56,1019.48,49.88
15.12,52.05,1014.63,80.38
11.84,40.05,1014.54,86.78
20.07,51.3,1011.9,94.62
11.34,45.17,1018.32,96.24
30.36,69.04,1009.6,58.73
6.61,38.68,1017.5,63.88
30.01,62.34,1005.28,62.34
29.19,65.71,1013.85,50.5
25.67,69.88,1007.84,83.32
32.18,65.74,1010.89,46.52
16.7,50.88,1015.11,97.25
8.88,36.66,1026.61,76.16
25.21,60.37,1006.01,73.14
7.47,40.07,1015.45,50.3
15.87,39.31,1009.95,66.78
8.95,36.18,1014.08,76.94
31.66,73.91,1004.49,68.13
10.15,41.62,1015.86,97.4
14.66,41.76,1022.12,78.13
11.61,40.81,1025.68,72.08
14.09,41.2,1016.45,67.27
18.37,44.89,1010.61,86.74
23.51,48.98,1014.63,41.56
25.26,52.3,1006.65,64.64
8.35,42.85,1010.46,90.13
10.42,43.79,1016.22,90.75
22.29,56.89,1014.39,84.89
17.82,56.89,1014.24,77.73
13.56,49.83,1007.01,89.86
24.35,58.49,1011.03,70.64
18.23,60.95,1016.74,78.85
28.54,71.94,1007.4,65.99
9.55,40.67,1018.56,70.72
23.22,69.04,1009.65,89.05
30.28,58.9,1005.03,54.59
18.32,42.18,1002.27,95.99
12.2,39.72,1018.07,54.83
9.37,40.11,1024.94,75.03
24.96,68.12,1011.27,70.22
21.86,64.45,1015.83,63.36
18.97,50.59,1016.01,74.9
15.34,43.5,1021.18,79.44
26.98,43.77,1010.95,40.8
11.82,41.67,1012.94,84.51
11.3,25.36,1008.66,96.18
7.93,42.28,1008.43,85.57
5.17,39.33,1009.68,94.19
13.38,40.12,1013.92,96.96
23.55,73.18,1011.85,87.97
20.45,58.96,1014.53,65.36
13.45,45.87,1008.42,87.74
7.61,38.06,1021.16,83.22
10.11,44.85,1014.2,84.81
28.41,61.47,1008.94,56.56
23.25,56.9,1006.82,76.37
10.1,40.22,1007.1,90.36
29.01,65.71,1013.61,48.07
16.82,45.0,1022.05,37.28
14.36,40.0,1016.16,68.79
29.09,70.98,1007.86,80.35
23.85,52.3,1005.9,70.95
5.15,40.78,1025.34,95.84
18.87,43.43,1009.16,69.5
16.39,41.96,1011.7,94.85
22.68,50.78,1008.83,70.3
21.12,49.15,1021.29,52.9
25.8,65.38,1009.3,52.28
8.82,43.56,1014.95,81.54
17.02,44.85,1014.38,62.66
31.87,67.32,1013.65,36.69
34.62,69.05,1000.68,38.35
9.44,41.4,1027.64,86.22
23.92,71.98,1006.22,92.96
7.82,38.91,1015.58,90.11
15.84,52.72,1026.45,62.57
3.92,41.31,999.22,95.26
21.92,58.79,1010.09,89.7
24.35,51.86,1014.34,67.22
27.13,69.45,1013.9,51.16
7.64,40.81,1026.67,95.24
14.77,41.39,1018.95,65.61
32.5,71.37,1003.75,43.8
17.41,40.55,1003.91,76.87
23.61,49.16,1002.39,65.63
29.32,71.29,1008.34,51.51
12.53,43.56,1014.8,74.05
14.3,41.93,1020.6,65.38
24.0,75.23,1010.69,72.46
20.12,65.94,1009.93,76.24
21.19,42.48,1013.43,80.52
28.37,75.6,1017.48,55.19
17.48,49.39,1021.51,84.53
4.61,40.27,1012.32,77.28
10.81,44.63,1020.61,88.29
22.47,59.43,1006.02,85.21
25.04,66.48,1004.12,63.01
21.89,74.93,1016.11,77.88
21.6,59.8,1016.9,76.59
28.36,60.23,1010.05,53.03
19.46,47.03,1013.9,88.86
14.01,38.91,1015.86,69.24
25.82,66.49,1013.2,60.32
12.91,42.07,1018.4,86.5
12.04,40.78,1025.21,85.97
23.14,58.95,1017.52,66.25
19.07,44.63,1020.23,44.93
21.71,60.27,1015.74,89.76
25.04,70.36,1006.56,75.91
22.92,60.37,1007.05,89.94
16.8,44.9,1009.14,79.78
28.85,57.19,1008.2,58.4
20.03,57.19,1007.31,81.69
25.19,64.44,1014.75,64.38
7.65,41.01,1024.31,97.17
24.16,65.06,1013.88,58.96
22.7,60.84,1019.15,71.48
25.24,71.14,1008.73,79.39
28.68,73.77,1004.72,87.01
11.86,40.27,1008.06,72.91
30.38,71.58,1010.17,50.45
29.03,67.79,1010.67,55.42
25.89,59.22,1013.4,80.17
18.68,53.29,1018.16,75.01
29.48,64.69,1006.44,64.46
29.05,65.74,1013.29,60.02
21.11,58.49,1011.6,80.44
23.16,69.94,1004.92,68.68
31.65,66.25,1008.57,59.05
26.03,64.44,1012.75,62.24
29.51,76.09,1007.39,71.5
19.62,68.63,1012.26,68.05
21.54,69.48,1011.04,80.48
19.92,63.31,1015.02,82.71
9.98,41.01,1017.83,98.07
14.94,40.0,1017.69,65.43
29.55,67.69,1004.88,48.68
9.51,38.38,1022.77,73.82
8.5,39.16,1014.1,86.64
20.15,49.5,1013.47,66.7
19.51,44.05,1008.52,78.38
26.1,58.9,1004.18,71.63
23.84,59.87,1019.11,59.59
18.4,43.69,1016.59,52.44
18.01,44.2,1018.84,55.72
28.51,76.09,1007.88,78.2
28.01,65.34,1014.68,46.86
22.06,47.43,1009.85,76.85
15.87,41.16,1005.85,78.29
19.21,53.16,1013.18,81.64
14.19,39.52,1018.34,77.25
26.3,71.94,1006.64,85.12
23.49,64.63,1020.75,65.16
23.7,70.32,1007.21,66.85
8.81,44.68,1023.06,93.93
20.16,57.76,1019.34,72.1
23.2,61.02,1009.63,79.45
22.2,44.05,1007.34,75.13
22.32,69.48,1011.1,77.86
8.84,42.49,1010.28,89.09
26.03,59.07,1007.3,82.52
14.09,43.99,1021.02,94.39
15.85,42.28,1007.4,82.12
8.27,35.76,1020.11,75.25
9.91,39.64,1010.57,75.82
26.08,76.86,1003.3,79.49
26.87,69.23,1012.71,54.54
13.34,41.79,1011.48,86.66
18.98,60.1,1010.09,85.34
13.98,41.79,1010.6,83.84
27.27,72.58,1009.25,89.31
14.28,42.74,1028.79,70.67
13.43,43.56,1013.02,66.36
16.69,46.18,1011.0,97.85
6.63,39.37,1020.33,76.18
29.34,71.98,1005.19,75.19
9.08,36.71,1025.07,81.32
9.41,40.43,1025.68,79.49
24.28,68.31,1009.94,77.08
31.28,69.51,1010.09,36.85
15.85,49.69,1015.33,89.24
31.5,74.16,1011.72,56.42
23.36,73.18,1011.96,89.15
22.52,64.27,1014.34,82.77
7.5,38.06,1021.96,83.45
16.38,47.45,1010.08,88.86
7.24,39.04,1019.0,68.69
15.04,41.35,1004.29,99.1
20.92,70.02,1011.06,85.63
21.5,50.59,1017.08,65.28
12.93,36.71,1013.22,83.44
28.09,77.95,1017.07,70.98
29.63,69.59,1008.3,72.53
22.61,50.32,1008.41,79.4
14.09,45.87,1009.05,84.09
8.43,40.6,1015.39,91.81
25.3,71.58,1010.18,87.36
29.08,70.83,1007.98,51.95
28.97,73.5,1010.47,48.24
23.89,70.04,1011.16,84.9
18.84,67.32,1012.63,81.89
33.79,69.05,1001.62,40.13
14.08,39.31,1011.67,72.0
13.66,40.55,1005.46,96.02
23.43,51.43,1011.31,73.55
23.75,66.54,1004.41,85.44
20.86,63.73,1008.54,96.83
18.11,52.08,1002.51,100.09
14.92,46.18,1014.21,98.82
8.7,36.24,1013.34,89.5
16.96,44.9,1020.5,77.53
19.64,56.65,1020.79,73.88
30.91,70.32,1011.92,65.59
21.95,59.43,1010.29,74.67
8.13,39.99,1011.71,87.89
17.4,63.09,1020.84,92.58
23.4,72.99,1009.48,88.82
13.21,40.03,1018.12,82.98
20.77,69.51,1012.96,62.89
13.86,41.78,1010.75,57.9
21.18,60.1,1011.02,78.19
18.6,68.28,1003.27,84.21
17.75,49.78,1004.49,100.09
25.89,48.41,1008.49,68.58
6.15,40.77,1022.42,88.57
8.48,36.18,1013.31,75.15
30.37,67.45,1015.35,45.6
19.35,39.39,1013.91,61.53
10.67,40.23,1017.75,85.06
20.1,59.87,1018.97,87.23
21.67,57.76,1018.32,68.21
27.88,75.23,1011.33,58.91
29.35,68.31,1010.46,46.2
23.51,58.79,1016.44,65.38
12.98,39.64,1013.95,74.39
23.09,63.76,1009.82,72.36
28.26,63.13,1012.0,68.35
26.04,52.84,1005.68,65.18
18.0,52.08,1003.07,100.09
27.05,59.15,1012.83,56.31
9.78,40.03,1017.33,92.11
19.69,57.32,1012.41,75.51
17.83,43.72,1008.64,78.72
22.54,61.27,1019.12,54.02
11.23,41.17,1019.36,56.85
11.68,40.55,1022.21,85.76
25.6,63.76,1010.18,67.43
31.59,62.7,1009.3,50.16
10.82,37.5,1009.23,96.62
25.39,58.79,1015.85,62.59
9.26,40.78,1023.61,88.48
13.02,45.51,1015.24,80.05
23.72,58.62,1016.32,71.17
23.14,63.94,1017.49,53.19
25.89,63.56,1013.82,64.51
31.86,73.88,1005.6,57.68
13.42,48.04,1011.63,99.32
20.21,54.9,1016.82,66.56
18.53,61.27,1019.84,75.22
11.95,40.69,1015.62,85.34
10.27,38.38,1022.16,70.77
22.99,60.95,1015.14,69.86
22.3,44.57,1008.48,67.58
24.85,58.05,1011.5,70.12
13.5,45.51,1015.33,86.95
27.31,65.12,1016.05,45.98
5.41,40.07,1019.16,64.77
25.41,77.54,1009.68,89.09
29.7,57.19,1008.41,55.07
13.39,44.85,1017.24,80.44
17.99,50.16,1009.98,100.09
8.53,40.77,1009.85,90.95
15.61,38.52,1018.4,80.99
29.25,78.87,1012.05,84.28
24.16,48.98,1015.19,42.55
18.65,52.08,1005.48,99.94
14.55,41.7,1018.58,80.8
16.73,39.64,1008.94,74.91
28.75,57.55,1004.77,57.55
19.39,43.14,1012.75,44.21
25.23,64.63,1020.59,52.2
26.56,49.02,1007.65,70.78
26.05,65.38,1009.43,52.1
14.49,41.92,1030.3,56.62
32.44,77.95,1014.83,50.69
21.22,59.15,1014.68,59.71
12.27,41.17,1019.39,52.18
27.0,60.96,1012.36,58.97
17.12,49.5,1014.79,87.03
34.35,77.17,1009.26,59.33
8.46,39.42,1025.05,69.36
28.56,74.22,1007.45,69.6
24.18,66.48,1004.0,64.86
10.51,37.5,1010.7,96.29
31.27,73.91,1003.72,68.92
17.9,52.08,1006.41,100.09
20.69,50.78,1008.71,91.95
20.95,70.72,1009.96,87.73
10.45,39.69,1003.92,89.45
10.91,40.1,1014.07,91.45
22.46,48.41,1008.66,80.85
11.75,41.2,1012.7,89.86
7.67,35.77,1017.55,60.97
28.94,71.64,1006.59,69.24
12.35,40.73,1019.03,95.53
14.26,44.47,1028.11,66.81
13.79,42.07,1018.27,88.06
29.17,74.34,1004.51,82.02
22.31,51.19,1009.38,79.72
27.24,69.13,1009.28,70.85
10.52,42.18,1014.9,95.67
25.77,62.96,1019.86,58.07
13.52,42.34,1017.97,95.34
10.12,41.78,1013.43,73.47
24.77,57.17,1010.66,73.0
9.06,43.79,1016.05,81.32
12.32,41.26,1022.42,79.74
33.38,71.06,1008.1,64.83
20.48,39.72,1001.61,57.32
28.31,66.17,1009.75,72.66
8.96,40.05,1015.91,89.4
31.71,69.04,1008.79,49.32
14.56,53.82,1016.37,64.46
10.08,37.92,1010.47,66.37
22.54,63.91,1012.15,84.91
14.64,39.31,1008.84,79.3
25.01,66.56,1009.68,64.94
26.57,48.06,1013.23,40.24
14.12,39.52,1016.79,75.89
15.11,40.71,1017.96,69.31
23.89,65.18,1012.46,78.29
24.97,50.23,1015.6,56.79
31.67,69.68,1012.38,46.52
32.38,73.91,1004.05,61.69
18.97,44.78,1007.87,47.98
13.31,41.26,1020.83,79.55
18.77,58.66,1010.34,87.25
30.24,68.24,1009.68,64.67
26.39,66.49,1012.96,60.35
22.33,59.8,1016.84,67.09
25.57,66.54,1005.22,83.48
14.62,44.84,1023.41,85.17
16.64,53.82,1015.13,68.24
8.52,41.55,1002.09,86.81
18.95,65.48,1018.17,71.85
27.51,71.32,1007.59,80.02
10.13,38.16,1013.57,79.04
17.69,65.46,1013.72,67.28
18.61,63.09,1019.37,83.08
18.36,62.1,1019.9,79.09
25.76,57.32,1011.93,43.61
19.09,65.94,1012.53,81.06
16.95,40.12,1012.59,87.87
25.13,68.63,1013.57,43.44
20.76,58.18,1007.8,99.22
6.82,41.03,1022.12,87.63
25.48,60.29,1017.55,51.22
33.68,68.14,1002.75,56.05
29.48,73.21,1000.67,79.35
27.59,59.21,1012.93,51.46
29.79,77.17,1009.68,64.0
26.36,73.68,1013.99,86.44
18.03,53.16,1013.02,81.95
30.18,61.5,1009.8,36.81
15.67,41.1,1004.1,77.93
24.27,60.37,1005.13,77.16
24.06,71.25,1002.39,92.18
8.77,40.46,1019.68,77.84
10.36,43.67,1012.16,77.04
17.66,62.1,1019.49,86.3
30.93,61.5,1009.81,41.46
8.81,43.56,1014.99,81.5
25.82,69.68,1012.69,89.94
20.03,66.86,1013.05,64.59
13.56,40.75,1016.05,74.64
19.41,46.63,1013.23,86.28
8.49,36.25,1029.7,84.41
18.71,39.39,1014.09,62.82
24.06,69.94,1005.47,60.46
18.95,46.21,1013.47,81.22
23.0,57.76,1017.64,56.86
25.94,60.75,1007.22,64.76
13.02,40.1,1014.43,87.32
28.65,68.27,1006.96,52.78
24.33,77.54,1008.5,82.45
21.51,48.92,1010.36,38.27
25.98,73.18,1012.28,85.78
25.44,75.23,1010.71,66.44
18.33,52.08,1001.78,100.09
26.97,64.45,1009.43,53.96
9.83,38.56,1017.35,62.8
23.83,58.79,1009.77,78.13
11.73,37.92,1008.24,65.13
31.41,74.16,1008.65,68.5
23.62,45.87,1007.75,58.69
11.61,41.17,1019.57,58.82
21.22,43.43,1010.96,61.07
13.78,41.16,1021.65,75.77
4.73,41.31,999.77,93.44
8.96,40.02,1031.21,82.32
11.2,41.54,1019.94,67.18
9.68,41.06,1022.75,87.44
19.69,56.65,1020.79,66.94
12.27,43.8,1023.21,57.0
10.5,52.72,1026.32,85.04
19.51,50.16,1010.33,94.37
32.12,69.98,1013.31,54.3
12.05,49.83,1008.54,95.11
5.84,41.38,1020.34,82.41
26.92,78.92,1011.65,96.22
24.32,65.48,1017.55,59.02
10.57,36.71,1022.62,80.49
26.05,58.59,1012.32,49.83
22.75,58.79,1011.44,84.47
13.77,47.83,1007.41,90.66
26.24,70.36,1005.4,82.43
9.48,44.68,1023.29,92.9
30.78,69.14,1007.27,62.77
22.06,45.61,1014.3,77.75
12.51,49.83,1008.61,94.27
15.63,40.56,1018.68,59.44
28.19,68.08,1013.41,43.93
21.73,50.32,1008.51,84.62
28.67,69.14,1008.24,72.68
26.68,49.02,1008.4,68.01
12.59,39.18,1024.18,67.57
22.31,61.45,1009.25,98.56
20.84,59.8,1016.96,75.05
5.98,41.31,1001.66,89.5
22.06,43.43,1010.46,58.01
2.34,39.42,1028.47,69.68
23.47,69.71,1009.66,88.83
13.61,42.34,1017.93,91.61
23.26,64.05,1012.96,88.31
27.97,69.48,1010.4,57.24
5.74,40.62,1016.31,84.91
6.28,41.06,1020.96,90.91
27.38,74.16,1010.08,78.61
13.61,42.34,1017.57,91.35
23.65,66.05,1019.6,78.21
12.65,41.93,1023.07,65.05
21.11,41.67,1012.44,52.86
31.85,73.21,1000.98,72.2
20.58,50.78,1008.87,91.18
12.23,43.69,1016.46,84.4
22.02,69.45,1013.84,75.75
30.16,73.17,1010.74,58.99
27.98,74.78,1009.46,63.11
30.73,69.89,1015.0,58.9
30.35,71.32,1009.17,64.61
9.5,37.36,1015.13,63.41
13.03,42.86,1014.39,86.25
12.22,41.2,1016.81,81.22
11.22,40.22,1011.01,81.67
31.42,69.13,1009.34,57.16
23.19,58.82,1009.96,81.05
17.67,45.09,1014.26,51.92
17.53,42.24,1016.9,60.95
11.57,39.72,1002.26,78.69
19.38,54.9,1017.08,70.46
31.63,68.3,1014.8,42.02
12.12,38.28,1013.65,90.19
10.74,41.46,1016.76,84.59
17.02,51.86,1021.53,81.28
12.19,40.05,1014.65,85.1
17.55,43.14,1018.86,76.0
8.95,38.56,1017.85,64.34
28.26,69.23,1013.01,42.1
22.02,64.45,1012.57,47.87
14.45,44.84,1023.28,82.79
26.39,49.02,1007.62,70.82
12.11,38.28,1013.56,93.21
12.31,40.64,1020.71,94.6
12.75,39.85,1012.51,62.37
28.24,64.69,1007.35,61.14
13.28,43.8,1023.17,63.98
19.4,42.44,1013.19,58.63
18.59,41.1,1001.93,58.16
8.55,35.77,1016.15,73.32
32.09,79.74,1006.92,61.5
29.25,67.32,1013.88,38.57
24.17,48.41,1008.46,76.19
15.8,40.66,1016.15,88.24
18.6,41.67,1013.07,64.23
13.51,44.9,1019.29,77.24
13.93,44.47,1025.35,81.54
25.1,60.37,1005.83,72.53
18.45,42.44,1013.45,63.52
12.28,41.49,1019.73,94.79
28.8,71.58,1010.51,59.87
18.81,61.87,1009.71,70.47
11.32,36.18,1015.03,64.68
13.01,41.49,1019.82,92.86
16.01,43.69,1017.12,62.43
10.7,44.77,1017.8,82.37
10.32,40.35,1011.64,84.05
28.09,65.27,1013.27,51.96
12.33,39.28,1011.84,80.01
8.14,36.24,1013.15,87.85
7.44,38.5,1012.81,70.27
19.69,56.65,1020.82,71.54
16.5,39.72,1003.05,65.99
7.49,36.08,1020.27,85.69
23.84,49.21,1013.1,44.72
23.7,70.04,1011.13,84.16
28.18,49.3,1003.97,55.56
25.31,74.33,1015.04,79.88
13.61,40.71,1022.36,72.87
23.54,41.1,1002.05,38.05
9.76,41.01,1019.66,97.59
24.27,70.47,1008.96,78.31
21.48,47.43,1006.88,63.54
15.54,41.23,995.45,83.73
25.55,71.64,1009.09,79.35
22.72,63.73,1012.63,82.14
26.42,59.39,1013.95,66.03
8.31,40.46,1020.07,78.18
10.1,44.03,1008.11,90.29
18.32,42.28,1007.86,45.62
9.73,40.22,1011.48,87.88
17.74,49.78,1004.9,100.09
24.23,49.3,1003.61,74.44
10.06,39.61,1020.87,74.01
27.83,72.29,1012.04,48.86
21.86,63.09,1016.64,87.94
8.76,41.82,1033.29,76.5
23.09,70.02,1010.58,77.85
24.77,71.94,1006.77,88.86
15.86,49.69,1015.59,87.26
8.47,41.26,1020.57,91.28
22.35,65.61,1016.27,73.93
22.56,62.26,1012.11,63.16
20.66,51.19,1008.81,88.93
23.41,74.99,1007.22,84.55
29.28,77.17,1009.4,76.3
18.41,42.44,1012.66,65.93
21.33,60.1,1010.97,78.36
25.23,61.86,1013.0,76.18
18.76,52.9,1016.27,64.7
16.94,49.64,1024.43,69.22
15.73,38.73,1002.48,76.91
9.2,39.82,1013.19,91.25
28.34,63.77,1013.7,61.13
14.44,42.32,1015.61,76.85
11.47,40.27,1005.39,77.4
31.98,73.42,1010.66,60.06
26.52,65.06,1013.4,51.78
27.16,72.58,1009.24,90.26
24.79,75.6,1017.07,68.23
25.6,71.73,1010.15,68.99
7.87,41.17,1020.33,77.77
12.6,41.74,1022.13,67.89
32.81,71.32,1007.69,47.29
14.03,49.15,1020.5,83.65
18.68,59.14,1016.96,77.09
28.59,75.08,1005.58,60.3
25.43,72.39,1002.65,88.13
22.72,62.4,1010.28,80.79
11.37,40.56,1017.56,64.8
17.79,40.12,1012.74,79.03
13.08,41.74,1020.75,64.44
8.88,36.3,1015.27,56.96
16.32,43.56,1014.4,59.77
15.28,44.58,1016.45,83.07
22.37,41.54,1013.74,72.21
19.39,60.1,1010.28,83.31
23.07,65.46,1014.07,46.77
19.8,67.71,1005.58,69.65
14.86,44.71,1018.3,49.46
9.99,42.07,1018.78,85.68
2.8,39.64,1011.01,82.96
26.5,66.05,1017.03,61.34
15.99,43.34,1014.2,78.66
28.61,69.84,1004.24,67.74
14.52,44.84,1023.51,88.51
25.16,77.3,1000.73,86.4
20.89,70.32,1011.22,89.68
27.0,71.25,1002.66,70.59
10.38,40.71,1025.27,80.87
29.33,52.84,1006.04,44.3
11.02,41.44,1015.28,83.53
19.44,39.53,1006.99,63.18
9.2,39.99,1011.73,85.95
33.2,73.88,1005.67,48.48
17.16,53.16,1013.2,82.85
15.36,40.89,1007.59,86.08
15.52,36.99,1006.86,89.7
15.97,52.72,1024.72,65.97
12.14,40.27,1007.57,73.22
26.24,51.43,1011.32,59.52
30.99,69.82,1009.41,50.84
8.72,40.02,1031.32,78.09
31.01,67.69,1005.06,46.16
14.97,58.2,1019.52,81.13
32.82,68.31,1010.44,41.85
12.79,41.62,1010.52,81.83
23.64,63.31,1014.5,61.83
26.99,68.12,1011.45,58.48
14.35,49.83,1006.39,91.23
19.26,44.34,1019.45,51.32
9.0,36.3,1027.11,75.89
17.57,62.1,1019.51,86.14
14.32,40.78,1024.49,73.84
25.32,54.5,1015.5,68.17
13.39,49.83,1007.14,90.88
29.92,57.19,1008.62,45.8
25.34,70.47,1006.46,83.94
32.63,74.99,1002.42,40.07
4.59,39.33,1010.85,71.78
29.24,60.23,1009.62,59.71
31.63,65.74,1010.83,50.59
26.96,72.58,1009.23,89.62
26.53,60.07,1016.55,54.79
25.36,60.07,1015.06,66.11
10.03,41.62,1014.55,95.61
22.61,54.42,1014.74,75.87
17.57,46.21,1014.09,80.81
13.25,49.83,1008.76,88.21
13.61,41.74,1021.66,62.83
6.58,43.02,1014.03,84.95
13.72,44.47,1027.2,68.89
6.57,43.65,1018.24,74.47
17.51,58.86,1016.78,83.63
24.45,66.49,1014.24,58.15
28.74,71.14,1011.53,48.6
25.86,59.07,1008.59,81.28
25.87,47.01,1014.67,61.87
11.39,43.72,1010.91,98.83
33.11,77.54,1010.36,50.99
30.03,70.02,1010.07,64.2
12.79,44.68,1022.51,99.55
5.82,41.38,1021.06,86.91
15.6,43.71,1024.88,80.37
25.23,66.44,1011.37,51.3
25.69,73.18,1012.64,86.35
18.68,46.0,1002.2,97.17
29.71,71.85,1008.81,70.86
31.84,71.37,1003.51,46.22
25.97,68.12,1013.11,61.97
31.59,43.5,1005.12,43.5
6.52,39.85,1012.55,86.36
13.87,45.08,1024.42,81.69
20.24,56.53,1020.29,77.75
9.29,34.03,1018.84,74.81
18.99,62.1,1020.0,76.76
26.7,70.32,1011.04,86.41
27.34,71.29,1008.32,56.51
26.35,59.44,1012.16,63.73
25.16,47.01,1014.99,64.0
25.68,67.79,1010.66,69.51
10.11,42.49,1010.22,82.11
21.9,63.13,1011.54,81.83
12.31,44.78,1011.15,77.34
10.96,41.93,1019.28,87.38
19.82,58.16,1016.76,74.66
7.38,44.71,1020.27,70.55
6.74,36.08,1020.36,86.98
26.06,64.05,1012.0,84.05
27.64,75.6,1017.35,54.78
16.7,36.99,1006.19,89.33
22.25,66.54,1004.64,89.15
27.24,77.17,1009.37,81.51
14.83,53.82,1016.57,63.47
23.1,70.79,1006.53,90.81
19.55,39.39,1013.55,57.82
23.28,48.92,1010.23,41.55
19.31,67.71,1005.31,77.15
17.7,49.21,1015.16,67.91
27.54,66.93,1017.06,55.2
28.84,60.23,1009.7,59.0
14.55,44.84,1023.83,87.6
32.16,76.2,1008.04,51.74
20.51,68.08,1012.73,78.05
11.8,41.54,1020.0,65.85
13.27,40.27,1006.1,40.04
28.8,73.4,1011.34,54.01
8.34,40.72,1023.62,83.75
13.04,41.04,1026.27,69.75
22.5,64.69,1007.03,74.92
11.73,37.92,1008.02,72.68
21.61,64.63,1020.86,69.73
22.93,63.13,1011.6,77.09
24.17,48.78,1018.08,75.14
30.47,72.86,1004.02,66.35
10.59,39.96,1025.87,97.05
19.7,51.3,1014.88,88.1
9.42,41.4,1030.38,87.8
23.56,71.85,1009.67,74.78
21.59,61.87,1011.18,57.21
26.19,69.34,1009.48,87.59
27.16,47.43,1009.17,45.79
13.44,42.34,1018.0,96.65
9.27,38.56,1017.69,62.49
23.93,65.59,1011.09,87.26
12.82,38.62,1018.71,83.8
13.07,45.51,1015.22,78.65
13.57,39.39,1014.01,82.12
6.76,39.22,1013.91,77.0
24.87,68.61,1011.19,55.69
28.44,69.4,1003.98,73.51
16.16,25.88,1009.58,72.24
19.97,50.78,1008.75,92.7
23.45,66.25,1009.1,90.28
9.77,41.44,1017.69,78.26
20.78,60.84,1018.66,80.4
5.79,38.68,1017.19,70.46
27.54,75.6,1018.26,57.89
8.75,40.77,1021.99,86.46
10.3,41.79,1021.09,49.39
19.08,46.93,1010.6,75.21
28.69,71.29,1009.22,68.35
22.17,65.61,1014.71,70.91
26.12,49.02,1008.63,72.04
13.77,42.86,1012.86,88.83
29.5,72.86,1004.63,52.17
21.31,46.97,1014.08,62.57
21.06,62.91,1011.92,75.52
19.86,59.14,1016.12,69.32
24.04,60.77,1017.62,75.23
26.81,61.47,1009.68,68.34
30.68,71.8,1010.81,61.4
5.78,40.62,1016.55,84.98
27.2,72.43,1006.75,80.67
29.3,70.04,1010.95,61.23
30.42,67.69,1006.23,54.19
22.05,63.31,1012.39,76.95
9.18,39.42,1025.41,69.46
28.33,64.96,999.71,69.66
13.12,48.04,1011.93,100.07
23.31,68.63,1014.73,51.57
13.68,44.47,1027.81,69.53
8.76,41.48,1018.49,74.98
27.04,73.67,1006.82,77.45
23.77,51.43,1006.67,84.09
24.67,70.94,1007.99,75.64
27.06,43.77,1011.02,42.61
20.11,50.78,1008.73,93.24
32.87,70.8,1009.54,59.85
25.95,69.51,1009.36,66.82
30.82,78.87,1012.06,70.69
20.15,58.59,1014.13,91.96
13.09,54.3,1017.61,82.38
25.91,75.6,1018.23,62.65
24.42,65.94,1011.25,65.04
10.33,44.92,1025.34,85.67
30.12,69.71,1009.1,52.02
12.21,44.34,1017.98,86.17
17.77,44.6,1016.97,54.25
27.0,73.42,1012.2,87.28
26.21,65.12,1016.06,44.31
21.18,70.02,1010.27,96.46
23.64,70.04,1011.09,83.35
23.62,67.45,1014.63,59.8
25.14,63.47,1012.58,70.27
14.96,39.31,1010.52,71.28
23.99,45.87,1007.63,52.62
26.13,79.74,1005.61,90.27
11.06,41.5,1013.09,89.8
4.31,38.5,1011.75,82.08
32.49,71.32,1005.03,57.12
31.3,70.79,1004.3,54.37
13.55,40.1,1015.7,86.68
9.38,41.44,1015.09,86.8
25.72,49.82,1016.19,60.1
28.24,65.27,1013.43,48.74
31.19,70.94,1007.29,51.91
24.81,67.17,1007.71,84.37
15.72,56.89,1013.35,85.06
25.73,62.66,1010.15,54.66
8.35,43.79,1016.2,85.23
28.37,75.6,1017.48,55.19
13.08,44.9,1020.47,86.46
16.16,41.79,1007.53,76.21
8.04,41.92,1029.7,92.21
13.85,45.08,1024.86,83.85
19.09,44.63,1019.91,39.32
24.39,70.72,1009.78,82.25
18.6,43.56,1013.9,51.16
24.18,59.92,1009.88,79.54
14.1,41.04,1026.11,74.25
21.18,44.57,1007.27,73.67
22.06,59.21,1012.84,87.06
22.24,64.27,1012.97,89.54
26.65,58.41,1013.53,65.83
30.12,73.18,1012.29,61.32
20.53,54.9,1016.61,61.28
12.93,38.73,1006.41,89.24
24.39,63.21,1012.59,80.88
13.41,39.35,1015.1,79.32
22.78,59.92,1011.28,88.78
32.35,77.95,1014.76,60.88
6.38,40.07,1018.53,60.2
21.28,70.32,1011.06,90.12
10.08,43.14,1010.67,85.9
13.72,49.83,1006.88,89.49
30.71,71.85,1008.07,72.05
12.9,44.63,1020.72,89.51
27.29,71.32,1006.39,81.59
26.85,66.86,1006.78,69.4
15.75,39.16,1016.31,77.99
27.49,71.94,1008.25,68.29
28.51,70.02,1010.58,54.68
26.72,56.9,1007.12,58.54
23.27,64.69,1006.84,70.53
11.35,40.73,1019.37,96.05
22.87,71.29,1008.1,73.1
26.93,72.99,1007.33,78.85
12.58,39.72,1017.85,57.74
20.41,48.06,1012.62,76.21
9.12,41.54,1018.61,79.26
11.2,41.38,1021.65,61.89
8.77,42.49,1010.7,86.78
3.2,41.31,997.67,98.84
13.32,43.22,1009.45,75.3
13.8,45.08,1023.99,79.72
