AT,V,AP,RH
15.2,40.55,1005.0,88.4
8.39,36.24,1013.39,89.13
27.65,48.41,1008.54,58.25
29.68,64.33,1011.2,57.73
31.01,67.83,1007.95,43.57
24.17,71.58,1010.16,89.96
6.15,40.07,1020.2,66.64
12.54,40.1,1015.73,84.29
10.38,40.92,1021.53,95.18
13.52,41.44,1015.81,65.97
30.47,70.02,1009.65,62.03
32.0,65.74,1011.22,46.16
26.64,69.13,1010.6,79.23
12.28,39.96,1011.76,77.07
6.99,35.19,1019.32,68.95
10.74,40.92,1021.74,94.97
11.57,41.38,1021.71,61.49
11.98,44.6,1018.59,86.71
7.78,39.18,1024.62,85.15
22.96,45.01,1012.21,50.81
31.98,64.05,1010.49,58.01
16.81,42.42,1008.95,74.25
18.2,52.72,1025.87,54.26
16.19,36.99,1007.37,92.4
26.47,63.13,1013.72,79.4
19.53,66.54,1013.72,81.46
5.25,40.07,1019.48,67.7
12.28,43.67,1012.69,70.23
12.72,44.9,1007.6,71.8
11.61,41.17,1019.57,58.82
26.02,63.07,1010.94,53.96
20.2,50.9,1011.72,77.63
19.89,44.9,1008.12,67.3
25.38,65.34,1012.87,62.49
21.92,64.63,1020.42,65.22
20.73,69.94,1009.9,82.12
20.3,58.41,1014.05,86.38
4.15,39.9,1008.84,96.68
31.32,74.33,1012.92,36.48
29.26,69.34,1009.76,58.64
18.32,66.86,1012.02,70.0
16.58,37.64,1015.23,81.59
26.06,67.83,1009.26,66.37
26.63,43.77,1011.33,49.3
23.25,59.87,1018.69,66.4
26.65,74.16,1008.27,94.54
13.74,42.74,1029.54,70.0
24.85,71.98,1005.97,95.09
14.87,42.77,1017.94,75.06
20.76,70.72,1009.73,89.04
14.8,44.71,1014.67,41.71
31.77,76.09,1007.4,73.36
24.33,60.32,1015.49,59.95
26.07,71.37,1008.6,79.48
28.82,64.79,1016.74,56.34
27.35,61.47,1008.43,70.65
27.23,44.05,1005.69,58.91
18.31,42.23,1012.88,79.32
29.65,71.25,1001.07,73.97
4.08,35.19,1018.87,97.07
25.08,61.02,1010.01,73.21
25.74,59.07,1007.37,79.89
31.32,71.29,1008.37,50.07
30.37,76.09,1006.95,65.93
17.51,44.9,1009.05,74.91
16.82,49.15,1020.68,72.07
24.4,60.32,1016.5,70.96
21.75,59.8,1016.65,72.94
8.03,40.07,1016.06,47.46
15.66,41.7,1018.0,77.0
31.52,76.2,1008.31,57.35
7.04,41.74,1021.91,88.55
7.64,39.85,1012.78,88.09
12.88,38.53,1010.95,87.16
17.85,48.14,1017.16,86.68
11.81,40.75,1016.13,84.14
13.67,42.32,1015.41,79.04
21.44,60.32,1015.2,81.1
14.86,43.14,1019.21,99.14
19.24,56.89,1014.29,72.97
25.77,69.04,1009.66,65.49
21.13,47.43,1006.97,64.26
10.18,43.5,1022.84,88.7
9.3,43.14,1010.99,88.12
22.12,60.77,1018.01,83.87
8.79,40.67,1019.5,66.3
12.59,39.72,1017.76,61.14
22.2,57.17,1009.82,78.43
11.01,42.02,995.24,98.62
21.52,66.51,1015.32,72.85
23.43,71.97,1009.42,94.27
7.53,43.65,1018.58,64.85
25.34,59.39,1014.02,73.58
25.72,47.45,1007.74,58.35
15.15,41.35,1006.3,86.16
21.69,57.17,1011.75,82.63
23.96,46.93,1013.98,47.22
14.1,41.16,1021.26,73.87
26.44,54.2,1012.65,48.02
15.8,41.2,1016.08,77.83
13.89,35.71,1016.4,65.49
27.58,65.27,1013.51,50.43
24.8,72.24,1011.58,83.61
30.27,70.32,1007.93,51.61
14.26,42.86,1011.33,88.37
16.69,40.56,1019.92,51.43
10.32,39.28,1016.56,94.13
12.77,40.71,1014.66,72.81
6.77,40.78,1024.86,96.58
22.49,45.61,1013.1,75.69
27.77,63.9,1013.62,51.43
24.93,47.01,1015.12,64.8
25.14,73.67,1006.94,88.51
25.87,59.43,1008.34,65.83
29.97,67.9,1006.09,61.6
20.0,56.53,1020.43,75.94
23.88,67.9,1005.99,67.58
7.81,39.64,1011.42,86.68
29.72,71.97,1008.6,79.25
25.79,63.9,1014.39,60.49
21.73,69.05,1001.31,86.64
29.33,64.84,1010.76,53.32
27.44,58.9,1003.86,66.74
19.93,62.1,1019.94,76.41
15.92,37.64,1014.93,83.73
31.0,77.95,1010.14,65.97
23.43,60.32,1015.34,69.34
12.14,45.0,1023.9,89.2
22.03,59.43,1006.88,82.05
22.63,58.96,1013.62,56.67
17.72,50.9,1012.02,85.55
18.99,59.27,1012.15,89.39
24.54,57.85,1013.02,65.61
10.33,41.44,1015.24,86.72
13.41,49.83,1008.83,87.14
15.36,41.35,1002.4,91.67
10.63,37.5,1008.93,98.14
10.57,41.26,1008.32,97.96
14.12,40.92,1022.46,73.28
19.27,50.9,1011.72,83.14
31.21,66.44,1008.57,65.76
12.82,46.18,1018.53,88.46
28.66,77.95,1009.56,69.07
20.46,51.43,1007.31,93.25
29.72,68.24,1009.92,66.42
15.07,50.88,1014.33,100.12
29.31,68.67,1006.18,63.38
12.66,41.2,1015.88,89.12
20.13,60.07,1014.79,63.57
26.58,59.39,1014.49,65.87
30.1,47.93,1002.64,42.06
12.5,43.67,1013.99,90.91
9.3,38.18,1017.19,71.51
25.22,69.88,1007.17,80.26
23.69,58.05,1012.08,74.26
29.82,66.51,1010.98,43.57
14.85,43.13,1016.02,55.29
7.75,38.06,1020.83,83.39
18.92,44.63,1020.32,47.81
25.87,57.32,1012.06,44.13
15.55,39.63,1004.98,89.82
6.02,43.65,1013.85,83.53
30.7,74.22,1008.12,50.39
18.48,52.05,1012.41,68.2
24.39,63.77,1013.3,77.53
24.2,59.07,1009.25,88.25
17.57,43.7,1015.53,67.22
24.75,69.45,1013.97,53.49
5.63,39.22,1013.35,77.67
26.92,73.17,1011.42,76.94
25.12,71.58,1010.18,87.5
30.97,69.13,1009.78,58.92
15.3,43.14,1015.11,71.35
9.72,39.66,1018.31,76.07
22.99,61.02,1009.88,81.56
26.48,68.14,1004.83,55.96
13.86,37.85,1011.4,89.7
18.13,39.72,1002.75,58.85
9.42,39.64,1010.86,74.03
29.73,73.06,1010.27,84.84
9.45,41.92,1029.32,91.09
23.82,64.15,1020.96,60.11
29.67,66.51,1015.6,34.1
18.77,39.54,1009.39,63.35
22.59,65.06,1014.36,62.44
22.88,50.23,1016.11,63.77
24.27,60.23,1011.84,77.8
10.29,41.46,1020.84,89.03
17.51,39.54,1010.22,71.53
30.17,64.79,1017.06,43.81
27.16,71.32,1007.81,89.07
29.72,54.2,1012.86,38.48
21.24,63.47,1011.86,97.02
19.65,51.3,1014.81,90.23
6.67,39.37,1020.31,73.56
15.65,54.3,1018.0,69.66
22.51,59.21,1018.35,71.97
28.83,64.96,1000.05,63.57
14.04,39.64,1011.09,87.22
22.85,60.08,1018.05,67.12
21.16,45.38,1014.65,73.06
23.42,50.05,1006.79,86.45
20.28,63.86,1016.04,74.66
31.23,68.67,1005.82,52.1
21.1,62.66,1011.19,83.49
26.6,61.02,1010.26,66.16
13.7,44.47,1027.51,70.77
14.24,39.58,1011.17,70.45
27.63,71.98,1005.45,82.88
27.78,68.67,1005.59,59.17
7.21,42.03,1017.81,90.12
10.56,40.22,1005.08,89.71
30.11,62.04,1010.69,47.96
18.8,47.83,1005.86,76.77
23.22,63.07,1012.91,77.59
18.4,44.06,1017.36,70.88
19.8,49.15,1020.88,61.88
24.49,65.59,1011.52,85.12
22.72,69.13,1010.81,92.43
23.35,47.01,1015.03,73.9
20.15,39.72,1001.85,59.32
11.88,41.58,1016.56,90.18
26.0,69.89,1015.12,73.06
16.71,40.55,1004.45,81.64
14.13,53.82,1016.72,64.85
24.62,58.66,1011.43,56.61
24.88,49.16,1006.04,64.54
29.97,70.32,1007.44,53.26
27.06,61.41,1011.99,45.23
17.7,49.78,1005.19,100.09
16.85,41.35,1006.14,79.21
14.73,36.99,1007.32,90.84
19.75,57.32,1010.76,79.29
16.25,40.89,1011.09,62.7
24.75,63.57,1010.47,84.24
25.7,69.45,1013.86,56.91
14.2,45.51,1015.36,74.85
23.46,57.85,1012.7,65.54
16.75,42.23,1013.81,84.98
31.18,70.36,1006.38,56.74
20.67,57.5,1014.42,81.89
20.28,48.78,1017.4,82.51
33.13,74.34,999.57,48.34
28.69,67.79,1011.01,66.4
21.81,63.77,1014.28,83.66
16.27,58.2,1018.47,80.03
9.75,35.76,1019.88,62.31
8.64,38.56,1016.51,66.03
18.38,62.1,1020.12,77.27
21.4,47.93,1005.16,88.44
9.26,44.68,1023.22,91.44
10.35,37.14,1013.37,69.26
31.01,69.04,1009.14,52.81
25.99,74.67,1016.59,83.39
32.33,67.83,1008.11,57.48
7.1,41.74,1022.25,91.07
14.1,43.34,1012.91,86.45
27.25,50.05,1006.53,60.64
25.37,66.75,1017.94,79.26
25.21,75.6,1017.19,69.84
18.33,49.64,1025.36,62.57
14.08,40.73,1017.52,91.49
31.7,69.13,1000.29,46.27
32.0,73.17,1009.94,40.48
31.11,71.8,1010.81,56.08
12.55,38.91,1012.58,75.44
26.69,59.21,1012.55,57.59
31.4,66.54,1003.55,57.73
23.57,63.91,1011.65,80.74
5.94,39.9,1007.84,86.33
20.23,57.76,1016.84,81.26
11.76,39.28,1016.9,91.06
5.52,42.85,1012.77,93.82
29.14,67.45,1015.51,46.47
27.0,73.17,1009.82,64.43
22.06,64.15,1021.07,68.66
32.09,69.4,1003.1,56.91
21.24,44.3,1014.34,83.39
32.74,68.31,1010.23,41.29
23.83,49.21,1012.93,46.79
21.81,60.27,1015.93,91.38
12.95,41.38,1021.97,53.83
21.96,71.85,1009.38,75.98
17.43,63.09,1019.87,92.77
27.11,69.59,1008.56,79.2
15.92,44.85,1015.84,59.99
14.55,40.73,1018.36,89.12
17.9,67.71,1004.3,89.59
6.03,41.17,1019.81,84.2
8.41,39.16,1015.47,93.42
14.3,54.3,1015.16,75.29
17.44,44.89,1009.9,80.54
7.87,41.06,1020.91,87.64
25.69,57.32,1012.34,44.18
20.41,56.03,1019.94,55.85
6.01,35.79,1011.26,90.72
22.24,69.23,1011.83,79.37
18.12,63.09,1019.32,89.21
17.49,63.94,1020.02,82.6
16.99,40.89,1011.54,64.51
10.01,40.78,1023.71,88.11
25.68,58.41,1013.71,70.61
11.72,40.55,1020.74,86.22
18.9,56.03,1020.77,71.83
15.02,37.64,1016.49,83.28
23.86,66.54,1005.23,90.89
18.93,67.71,1005.04,82.4
5.21,35.79,1012.44,94.35
25.42,59.04,1011.98,68.78
11.97,41.04,1026.42,70.75
18.88,40.79,1004.98,92.65
18.41,49.69,1006.66,80.55
13.87,42.99,1007.45,81.52
27.6,69.34,1009.63,71.58
26.16,52.36,1013.62,58.52
15.45,61.27,1019.87,79.21
14.98,39.58,1011.78,75.07
16.77,45.01,1013.47,81.42
19.76,58.79,1017.37,89.09
21.93,62.91,1013.45,74.62
15.11,56.03,1020.27,89.95
17.42,44.06,1016.63,82.15
16.01,65.46,1014.0,87.68
28.5,72.99,1007.02,67.13
17.47,58.59,1014.03,97.13
16.2,65.46,1013.97,89.84
11.77,40.71,1024.55,72.49
13.82,42.32,1016.32,81.19
28.5,71.32,1002.54,69.35
6.5,38.68,1017.8,62.9
10.3,41.46,1018.21,86.17
15.6,41.7,1019.15,84.1
21.94,64.69,1007.39,77.58
21.7,60.77,1018.07,88.15
16.73,37.2,1012.94,74.04
23.33,73.18,1012.51,91.29
26.79,77.95,1009.9,80.22
23.34,59.14,1017.47,78.91
14.72,39.0,1016.42,76.42
16.43,48.06,1010.73,61.26
4.41,42.07,1005.54,68.85
19.2,61.27,1020.02,65.53
27.71,70.32,1008.63,64.05
5.68,40.35,1012.11,92.86
25.15,62.91,1012.23,48.22
9.51,40.46,1018.84,70.12
28.72,68.14,1005.82,46.52
24.81,59.87,1018.56,61.18
21.67,69.71,1010.46,96.83
20.77,45.87,1008.07,76.22
16.7,50.66,1014.86,94.87
28.03,60.23,1010.23,66.04
27.34,63.78,1016.5,48.4
15.55,40.66,1016.21,88.5
23.45,69.04,1010.5,80.77
26.39,71.25,999.8,89.12
10.15,41.14,1025.5,91.54
20.85,48.7,1007.11,87.2
10.25,41.46,1018.67,84.41
9.37,44.77,1020.61,87.31
16.27,44.21,1020.56,82.22
7.64,42.28,1008.46,84.29
11.55,40.6,1014.44,87.06
14.69,35.71,1015.78,57.34
22.88,71.73,1010.11,86.96
14.81,43.69,1017.19,71.9
18.27,50.16,1011.07,95.91
3.91,35.47,1016.92,86.03
21.71,76.86,1006.71,76.86
26.24,49.82,1014.9,55.58
32.95,67.9,1005.88,45.15
21.68,64.15,1021.09,70.88
11.67,36.18,1016.03,61.44
15.21,35.4,1016.31,58.26
16.69,44.78,1010.41,58.18
14.33,38.73,1003.52,85.92
27.07,77.95,1012.34,76.64
10.02,42.44,1014.57,99.16
21.11,58.12,1015.38,77.78
15.25,41.17,1016.0,62.05
8.2,41.14,1025.24,96.26
9.95,41.82,1033.09,69.44
24.7,58.82,1009.4,75.91
15.93,52.75,1024.57,58.71
6.25,39.64,1010.98,83.45
7.4,41.03,1022.09,74.83
14.46,44.78,1007.64,67.03
30.5,66.75,1017.55,38.2
19.94,44.63,1004.73,78.48
4.43,38.91,1019.04,88.17
19.05,62.96,1020.48,83.04
10.15,41.17,1019.38,82.3
27.94,49.16,1004.22,35.46
20.87,57.19,1006.5,77.0
15.25,39.16,1016.18,79.39
23.86,52.84,1006.56,48.94
28.36,68.08,1013.34,42.82
6.4,39.18,1024.6,86.83
23.71,50.23,1017.55,73.24
8.48,38.5,1013.5,66.51
9.29,39.96,1026.2,97.55
7.11,39.9,1008.82,87.76
19.09,42.44,1012.93,63.59
5.62,43.65,1017.9,77.43
16.96,52.9,1019.61,81.86
14.6,44.47,1028.46,69.96
19.16,43.43,1012.36,72.59
28.16,70.72,1009.81,65.32
17.19,37.2,1011.84,67.59
24.55,57.5,1015.36,62.45
14.56,47.45,1009.52,91.14
17.38,43.14,1011.09,61.9
28.4,59.27,1012.03,59.75
12.75,42.34,1018.17,94.67
25.94,66.49,1012.83,61.81
32.38,77.24,1007.7,61.15
13.83,39.64,1012.52,69.97
27.84,72.39,1001.18,83.46
21.24,60.84,1017.99,82.22
14.07,45.09,1013.32,94.45
20.12,45.09,1013.73,57.78
27.34,59.87,1012.06,59.04
15.51,36.71,1014.05,72.92
12.8,42.18,1016.27,83.9
17.65,59.87,1018.58,94.65
10.98,41.39,1017.54,85.31
22.89,65.34,1015.53,61.0
13.42,42.86,1013.88,85.13
23.81,46.93,1013.19,54.82
18.85,41.1,1001.95,61.75
10.11,52.75,1021.79,76.08
5.84,40.62,1018.58,82.73
13.48,39.85,1012.71,58.91
25.61,74.22,1010.26,75.15
33.34,69.88,1007.65,42.72
26.91,61.5,1009.47,55.26
12.71,43.02,1012.25,62.68
9.04,44.68,1023.14,90.73
20.61,60.1,1010.84,80.57
20.01,59.87,1019.0,84.12
14.82,44.58,1020.13,74.88
29.23,75.6,1017.72,52.26
26.96,62.39,1008.14,73.95
9.31,43.56,1015.09,79.96
27.91,63.76,1010.27,65.67
8.64,39.69,1001.57,98.27
29.42,79.74,1007.24,61.26
18.58,63.78,1016.24,78.74
19.55,42.04,1009.99,67.87
9.52,40.96,1023.48,86.49
25.14,60.29,1017.91,53.3
25.59,62.39,1006.37,74.06
16.09,65.46,1013.84,85.52
6.79,40.0,1019.01,81.83
24.73,48.6,1004.03,63.37
27.32,73.42,1012.07,86.3
19.73,69.51,1013.14,61.84
26.1,66.25,1009.25,84.52
33.8,64.96,1004.88,49.37
14.81,39.58,1011.62,73.64
25.85,67.69,1007.7,70.14
14.84,42.03,1017.47,79.27
18.16,39.99,1007.73,70.54
8.42,43.14,1011.62,80.32
15.27,39.54,1010.64,81.91
19.85,56.53,1020.57,74.05
22.77,59.92,1009.67,94.09
33.83,67.9,1005.94,29.86
3.69,38.44,1016.74,82.87
29.45,70.02,1010.28,65.93
24.7,44.57,1008.24,57.62
13.26,41.78,1009.77,61.69
13.83,42.86,1030.77,75.09
6.05,38.68,1017.46,66.13
25.09,65.38,1009.99,54.28
20.79,57.32,1012.47,70.09
11.06,40.64,1021.47,96.16
29.05,71.85,1008.6,78.69
19.97,59.14,1016.05,70.58
26.02,59.57,1011.16,76.93
21.4,74.93,1014.58,80.85
16.06,47.45,1009.97,88.09
25.21,64.63,1020.56,51.31
17.06,58.96,1013.83,73.95
13.93,44.21,1022.26,82.4
21.44,51.19,1009.1,84.94
21.44,50.78,1008.87,87.56
25.69,59.54,1004.05,81.69
10.05,40.71,1015.51,84.21
30.85,70.94,1007.47,54.79
14.04,40.56,1018.4,65.79
28.84,75.6,1018.41,53.96
24.43,72.43,1008.03,85.56
22.56,70.79,1005.85,93.09
31.25,73.5,1010.81,45.2
13.78,38.28,1014.8,81.19
19.14,56.65,1020.84,82.97
22.92,61.9,1013.27,78.32
12.88,44.71,1018.73,51.95
7.77,41.82,1032.72,72.8
13.33,38.47,1015.42,58.27
8.36,38.91,1016.27,88.82
22.01,58.46,1016.26,75.99
8.01,40.02,1031.33,85.01
9.87,40.81,1017.17,84.25
21.81,65.46,1013.97,52.16
15.16,50.88,1013.88,100.11
10.04,39.13,1011.26,88.91
23.03,59.04,1011.85,81.24
21.47,50.12,1009.19,93.68
19.15,39.72,1001.49,58.62
11.65,41.54,1020.09,67.96
27.3,56.85,1011.66,36.09
17.79,46.21,1010.38,85.25
26.48,51.43,1006.76,74.3
25.14,49.02,1007.56,79.02
28.85,59.27,1011.69,51.8
21.85,58.33,1013.03,66.39
19.9,56.53,1020.52,78.05
7.92,39.54,1011.51,84.41
21.05,61.87,1009.69,62.81
5.06,40.64,1021.49,93.7
21.49,61.27,1019.81,63.21
23.56,73.18,1012.18,87.98
28.97,78.92,1011.71,88.5
14.74,44.47,1028.29,67.87
30.8,69.14,1007.68,63.78
9.48,40.11,1025.49,73.81
18.75,63.09,1018.19,87.84
14.07,43.34,1015.79,86.0
25.52,59.15,1013.88,65.37
30.2,56.9,1006.89,42.69
16.76,53.16,1014.13,81.87
24.14,63.21,1012.28,89.08
23.46,73.18,1012.07,88.14
11.8,43.99,1020.86,98.44
19.94,58.96,1014.16,66.27
7.19,39.4,1011.45,90.65
29.38,74.9,1003.25,72.19
7.8,43.65,1018.92,60.77
26.06,54.5,1015.52,67.12
20.79,65.59,1014.9,77.0
29.97,69.14,1007.92,66.74
12.36,37.73,1021.36,65.45
19.2,58.71,1009.8,84.62
15.11,43.13,1014.99,46.91
23.93,68.28,1005.16,69.91
23.72,70.47,1010.65,75.39
29.63,69.71,1009.04,67.26
14.35,46.18,1016.63,87.76
6.8,41.16,1023.17,95.4
13.12,52.75,1023.69,67.5
27.81,66.51,1016.11,48.48
24.45,70.02,1010.75,71.37
14.85,44.63,1020.67,75.76
10.79,39.82,1012.89,88.25
13.95,71.14,1019.76,75.51
10.76,40.78,1023.81,87.96
29.85,61.85,1005.45,61.85
12.1,41.58,1014.41,90.22
11.8,42.34,1020.25,93.54
9.7,40.71,1025.63,80.34
31.54,77.24,1007.83,62.98
23.53,68.94,1007.53,69.17
20.34,69.45,1012.76,91.05
29.32,63.77,1013.24,55.1
25.37,44.89,1009.27,63.06
25.56,60.32,1016.28,59.84
26.68,63.73,1009.7,71.55
24.12,62.44,1013.83,88.02
9.01,40.77,1022.37,90.3
13.07,43.13,1016.93,70.02
21.05,63.09,1016.49,91.23
14.18,40.69,1014.73,74.88
13.84,42.18,1015.74,79.76
12.07,41.17,1013.54,71.32
21.39,58.05,1013.03,86.44
16.31,52.75,1024.4,55.69
27.37,70.72,1009.77,67.87
23.69,71.97,1009.62,93.03
30.04,67.25,1017.57,38.14
9.15,40.11,1023.82,75.4
23.5,59.21,1018.29,63.0
19.94,65.46,1017.7,68.94
12.23,41.58,1018.76,87.66
28.76,60.23,1010.03,58.24
28.07,74.33,1012.0,71.69
32.48,69.89,1013.98,46.39
12.82,43.5,1022.38,84.32
27.44,66.56,1005.51,69.28
25.38,71.73,1009.97,72.6
24.72,77.54,1008.39,81.03
5.78,45.87,1012.65,88.8
28.9,68.12,1011.87,46.56
21.71,60.77,1017.95,85.07
22.79,50.78,1008.65,58.39
19.94,56.53,1020.48,76.43
15.15,53.82,1016.34,62.59
17.61,56.53,1019.5,82.3
14.45,43.34,1015.47,83.33
28.44,77.54,1011.73,77.3
18.98,38.52,1018.85,63.16
18.91,45.01,1012.9,59.81
19.76,48.92,1010.48,46.57
21.92,66.54,1012.49,79.82
20.83,70.72,1009.56,89.37
16.05,65.46,1013.92,87.99
14.76,43.79,1016.17,75.72
26.8,72.58,1008.94,78.24
6.63,39.42,1024.81,72.58
18.37,58.96,1015.5,67.79
34.48,74.34,1000.91,42.61
17.37,57.76,1016.0,86.59
24.2,60.77,1016.92,71.65
32.06,75.33,1001.96,63.15
30.91,76.2,1008.53,58.08
12.01,41.48,1017.75,66.67
13.09,43.67,1012.22,91.91
24.8,50.23,1016.62,63.13
23.71,68.63,1014.54,46.04
26.68,62.91,1012.33,60.78
13.09,41.62,1011.82,83.14
8.35,40.46,1019.23,73.26
10.15,43.41,1018.4,82.07
10.91,42.34,1021.83,94.99
27.78,77.17,1009.11,86.54
27.11,69.75,1009.74,85.67
17.9,48.98,1014.17,80.4
14.33,42.86,1010.82,88.59
6.5,38.5,1013.92,90.1
27.1,73.21,1002.97,89.68
20.73,41.1,1001.86,47.51
28.86,73.18,1012.46,68.8
15.01,42.77,1018.21,73.22
30.62,66.54,1004.11,55.36
12.22,40.78,1024.02,85.46
14.24,44.84,1023.6,94.06
22.94,61.5,1008.25,73.45
25.86,61.08,1013.51,67.5
19.11,50.16,1010.88,100.09
27.58,78.05,1010.83,94.98
25.27,67.07,1006.34,66.35
17.34,45.01,1013.22,77.71
16.61,43.77,1012.25,77.23
14.29,39.59,1012.36,92.38
25.16,74.33,1014.55,76.7
17.28,44.06,1018.15,66.93
9.65,41.03,1021.09,64.97
24.74,69.13,1010.69,90.08
18.06,50.16,1009.52,100.09
26.79,62.44,1011.51,72.46
11.6,39.1,1009.81,100.09
15.29,41.1,1005.75,85.53
7.87,42.85,1012.18,94.21
9.23,42.44,1014.34,94.2
15.34,41.23,996.87,86.56
8.11,41.92,1029.61,91.92
21.52,46.21,1010.62,67.62
19.68,51.19,1008.64,94.88
14.16,44.58,1020.75,77.42
18.67,44.06,1017.13,77.18
23.37,63.77,1013.42,76.44
28.43,68.08,1011.32,58.19
22.08,55.5,1018.42,58.46
18.01,62.26,1011.89,89.29
29.35,69.04,1008.55,61.78
23.08,61.86,1013.44,84.64
29.8,69.34,1009.36,64.74
9.28,41.38,1021.96,72.22
14.79,44.06,1018.53,74.79
11.86,40.55,1019.82,91.45
7.34,40.72,1023.01,80.08
9.12,41.49,1020.58,96.23
10.18,35.76,1019.71,66.7
25.9,47.45,1007.8,55.96
25.96,71.64,1003.84,86.83
18.64,43.79,1016.01,51.17
22.08,41.1,1002.19,46.69
6.03,41.14,1028.04,87.46
15.89,43.96,1014.02,75.24
20.46,51.43,1010.06,83.79
10.54,41.93,1016.64,93.52
15.24,48.6,1007.08,86.49
20.26,50.32,1009.81,93.12
14.22,39.39,1014.16,80.22
13.4,40.89,1010.67,91.66
31.94,74.99,1002.05,34.12
21.09,59.8,1016.94,76.95
24.44,73.5,1011.49,87.39
11.41,40.62,1015.56,57.62
28.3,59.27,1010.92,61.83
20.12,58.12,1015.47,79.38
11.44,44.2,1018.14,84.9
15.59,52.05,1013.67,78.55
6.31,42.07,1004.61,77.74
26.86,70.47,1007.18,72.38
19.45,58.95,1017.79,93.46
26.76,70.98,1007.64,90.51
21.55,44.58,1017.2,46.64
11.77,40.0,1021.08,85.08
31.23,72.58,1006.61,60.8
28.86,49.3,1003.93,52.85
16.78,41.35,1000.23,70.52
13.32,38.73,1005.37,88.48
29.16,73.17,1010.96,67.77
15.59,52.75,1024.3,59.93
20.59,42.04,1009.78,62.77
13.43,50.59,1020.38,86.3
27.37,65.06,1013.09,50.92
12.63,41.48,1009.61,87.69
22.75,58.86,1016.0,67.34
16.0,43.02,1012.37,39.2
7.61,39.37,1015.84,83.73
25.66,77.54,1008.22,78.42
12.12,41.17,1017.68,78.72
16.66,41.16,1007.37,76.82
28.33,68.27,1008.09,50.37
29.12,66.51,1015.69,37.9
8.09,43.02,1014.79,81.06
22.56,60.29,1018.19,67.53
21.87,61.45,1011.13,92.22
31.76,66.54,1003.02,49.64
7.55,41.04,1027.03,83.32
23.17,51.19,1009.5,76.15
26.82,66.51,1016.32,55.76
4.93,35.19,1018.04,92.94
20.11,57.25,1010.36,88.89
26.14,72.99,1007.49,81.72
27.98,74.87,1010.02,66.44
27.57,60.07,1016.52,54.75
9.23,37.36,1015.01,67.38
23.04,64.27,1014.29,80.23
31.55,69.75,1010.12,58.36
21.32,59.8,1016.26,76.26
19.11,44.85,1014.76,45.86
9.27,36.3,1026.93,72.13
30.28,79.74,1006.96,70.21
8.07,41.01,1023.26,97.5
21.04,47.43,1007.15,64.82
32.48,69.75,1009.05,40.47
16.58,44.68,1021.5,83.38
27.26,73.18,1012.58,74.83
9.87,42.74,1024.61,87.74
23.95,66.48,1003.55,73.68
15.47,44.9,1021.59,81.74
23.37,63.87,1016.67,60.44
19.94,61.87,1009.7,66.6
13.42,40.35,1011.2,77.0
12.75,44.03,1007.29,89.46
9.13,39.16,1014.14,86.17
11.58,39.69,1005.17,86.55
27.96,73.42,1011.11,71.93
19.89,51.43,1007.33,92.08
12.65,44.03,1007.13,85.23
30.29,74.16,1008.77,75.23
22.27,48.98,1014.47,49.33
22.92,58.62,1016.37,71.38
27.9,63.13,1011.8,70.04
17.92,44.2,1018.97,53.8
8.64,34.69,1026.79,80.88
16.15,41.85,1016.54,81.58
13.58,44.47,1029.91,70.41
24.09,63.94,1017.59,51.02
13.97,53.82,1016.81,62.32
10.8,40.69,1014.3,87.44
14.34,42.86,1031.75,66.81
16.13,53.82,1015.63,63.08
13.76,45.87,1008.89,87.27
18.5,51.43,1010.82,92.04
23.96,51.3,1011.81,71.81
12.81,45.51,1015.46,79.97
16.46,48.6,1006.08,89.0
30.67,72.86,1004.25,52.72
30.13,68.94,1005.88,40.71
18.37,51.86,1018.8,74.3
6.54,39.33,1011.54,93.69
7.68,38.06,1020.92,83.87
18.26,69.94,1004.1,97.39
29.09,67.07,1005.99,41.39
6.39,35.57,1025.53,77.23
20.06,47.03,1013.66,83.23
28.73,50.05,1005.79,52.4
24.27,57.85,1012.81,63.48
17.83,44.92,1025.04,70.58
23.81,66.51,1016.96,70.16
6.13,40.81,1026.31,91.66
30.98,67.48,1009.96,58.92
13.56,39.18,1023.4,63.82
10.2,41.46,1019.12,83.26
12.0,41.5,1013.21,86.75
29.45,64.96,1005.52,59.92
12.87,41.5,1013.51,85.72
24.9,71.77,1006.24,85.25
25.54,61.08,1013.14,71.15
6.34,40.64,1020.62,94.39
10.35,39.82,1013.33,94.78
15.59,45.09,1013.41,91.97
24.47,58.05,1011.27,71.7
27.76,72.99,1007.81,71.66
8.28,40.77,1011.55,89.79
32.84,68.14,1003.59,43.88
16.71,46.18,1012.06,96.6
22.19,58.49,1010.91,77.03
33.4,69.98,1013.29,47.78
24.66,60.29,1018.0,59.56
11.74,40.71,1020.64,82.15
26.42,59.54,1007.02,76.28
27.4,69.13,1001.4,82.47
23.74,63.9,1014.73,81.9
31.87,71.22,1006.16,45.66
7.01,37.8,1021.47,62.84
10.38,43.02,1013.37,78.53
18.63,45.87,1007.98,79.9
6.22,39.33,1012.31,93.23
30.36,74.87,1008.96,61.87
11.72,40.35,1012.08,83.98
15.7,44.21,1021.26,86.83
15.98,39.64,1009.31,81.21
7.99,41.38,1021.95,78.77
8.02,41.92,1029.8,92.05
14.16,39.28,1015.63,77.29
23.7,62.91,1012.26,57.89
24.11,68.63,1014.34,45.28
